,train,val
0,38.94039735099338,13.805970149253731
1,55.16556291390729,18.28358208955224
2,60.29801324503311,24.62686567164179
3,59.549668874172184,20.52238805970149
4,62.35099337748344,29.104477611940297
5,66.0794701986755,30.970149253731343
6,70.55629139072848,42.53731343283582
7,63.99337748344371,23.880597014925375
8,61.258278145695364,21.26865671641791
9,64.05298013245033,31.34328358208955
10,66.37086092715232,29.104477611940297
11,70.35099337748345,35.82089552238806
12,63.682119205298015,20.52238805970149
13,63.205298013245034,29.47761194029851
14,68.01986754966887,32.83582089552239
15,71.86092715231788,39.92537313432836
16,71.7748344370861,43.28358208955224
17,76.43046357615894,47.38805970149254
18,76.59602649006622,50.0
19,79.34437086092716,48.88059701492537
20,81.8543046357616,54.1044776119403
21,83.58278145695364,54.1044776119403
22,55.317880794701985,23.880597014925375
23,65.2251655629139,33.95522388059702
24,68.95364238410596,39.55223880597015
25,70.78145695364239,38.43283582089552
26,74.37086092715232,45.52238805970149
27,73.35761589403974,38.059701492537314
28,74.80794701986756,40.67164179104478
29,78.01324503311258,43.28358208955224
30,77.8476821192053,44.776119402985074
31,78.78145695364239,54.1044776119403
32,80.09271523178808,52.61194029850746
33,82.59602649006622,49.62686567164179
34,82.82781456953643,56.71641791044776
35,86.43708609271523,63.43283582089552
36,85.90066225165563,57.83582089552239
37,83.41059602649007,63.80597014925373
38,83.9205298013245,42.91044776119403
39,80.26490066225166,57.46268656716418
40,86.68211920529801,62.3134328358209
41,88.20529801324503,67.53731343283582
42,87.90728476821192,73.88059701492537
43,90.3907284768212,66.41791044776119
44,91.4635761589404,74.6268656716418
45,90.21192052980132,68.65671641791045
46,91.25165562913908,73.88059701492537
47,91.45695364238411,72.01492537313433
48,92.03973509933775,71.64179104477611
49,94.48344370860927,75.0
50,94.40397350993378,72.01492537313433
51,93.69536423841059,57.46268656716418
52,79.10596026490066,65.29850746268657
53,79.05960264900662,42.53731343283582
54,82.54966887417218,63.059701492537314
55,87.23178807947019,65.29850746268657
56,89.33774834437087,72.76119402985074
57,91.17880794701986,76.11940298507463
58,91.96026490066225,71.64179104477611
59,91.79470198675497,76.49253731343283
60,92.42384105960265,69.40298507462687
61,91.54966887417218,72.76119402985074
62,92.70860927152317,73.88059701492537
63,94.90728476821192,75.0
64,93.52317880794702,77.98507462686567
65,94.78145695364239,73.50746268656717
66,94.40397350993378,76.11940298507463
67,93.8476821192053,75.0
68,91.27814569536424,77.23880597014926
69,95.06622516556291,76.49253731343283
70,94.97350993377484,79.1044776119403
71,95.55629139072848,77.23880597014926
72,94.98013245033113,82.46268656716418
73,91.98013245033113,60.44776119402985
74,88.91390728476821,76.11940298507463
75,94.27152317880795,70.8955223880597
76,86.9205298013245,72.01492537313433
77,94.05298013245033,75.74626865671642
78,93.26490066225166,74.25373134328358
79,95.15894039735099,79.85074626865672
80,97.16556291390728,80.22388059701493
81,97.26490066225166,77.98507462686567
82,96.88079470198676,81.71641791044776
83,96.6158940397351,83.58208955223881
84,97.98675496688742,80.22388059701493
85,97.88741721854305,83.2089552238806
86,97.69536423841059,82.46268656716418
87,97.57615894039735,81.34328358208955
88,97.76821192052981,81.34328358208955
89,98.52980132450331,81.34328358208955
90,97.6887417218543,82.08955223880596
91,97.0,76.49253731343283
92,97.7748344370861,80.59701492537313
93,98.68211920529801,80.22388059701493
94,96.87417218543047,82.83582089552239
95,95.70860927152317,76.86567164179104
96,96.49668874172185,82.08955223880596
97,97.58278145695364,70.5223880597015
98,92.82781456953643,82.83582089552239
99,97.52980132450331,83.2089552238806
100,98.56953642384106,83.2089552238806
101,97.6887417218543,81.71641791044776
102,96.23841059602648,81.34328358208955
103,98.05298013245033,82.46268656716418
104,98.72847682119205,82.46268656716418
105,98.41721854304636,84.32835820895522
106,86.98675496688742,75.3731343283582
107,96.10596026490066,82.08955223880596
108,97.76821192052981,81.34328358208955
109,98.41059602649007,80.22388059701493
110,98.45033112582782,85.44776119402985
111,98.88741721854305,85.07462686567165
112,98.9271523178808,82.46268656716418
113,98.21192052980132,82.08955223880596
114,98.86092715231788,83.95522388059702
115,98.88741721854305,82.08955223880596
116,98.19867549668874,56.71641791044776
117,92.26490066225166,80.22388059701493
118,97.88741721854305,81.34328358208955
119,98.20529801324503,83.95522388059702
120,96.83443708609272,67.16417910447761
121,91.13245033112582,75.3731343283582
122,97.18543046357615,83.58208955223881
123,98.12582781456953,81.71641791044776
124,98.15894039735099,84.32835820895522
125,98.64900662251655,82.08955223880596
126,98.23841059602648,80.59701492537313
127,90.70198675496688,78.35820895522389
128,95.62913907284768,80.97014925373135
129,97.29139072847683,81.34328358208955
130,98.82119205298014,79.85074626865672
131,98.56953642384106,86.19402985074628
132,98.6887417218543,86.56716417910448
133,98.74172185430463,84.32835820895522
134,98.88741721854305,84.70149253731343
135,98.94039735099338,84.32835820895522
136,99.28476821192054,85.07462686567165
137,99.48344370860927,85.07462686567165
138,99.20529801324503,85.44776119402985
139,99.40397350993378,85.82089552238806
140,99.16556291390728,85.07462686567165
141,96.95364238410596,80.22388059701493
142,98.64900662251655,82.08955223880596
143,99.04635761589404,86.19402985074628
144,97.15894039735099,79.1044776119403
145,96.4635761589404,83.2089552238806
146,98.45033112582782,83.58208955223881
147,99.09933774834437,83.95522388059702
148,99.08609271523179,86.19402985074628
149,98.33112582781457,83.2089552238806
150,99.20529801324503,86.56716417910448
151,99.76158940397352,88.80597014925372
152,99.40397350993378,86.94029850746269
153,99.56291390728477,88.43283582089552
154,99.52317880794702,85.82089552238806
155,99.56291390728477,86.94029850746269
156,98.8476821192053,87.31343283582089
157,98.6887417218543,84.32835820895522
158,99.20529801324503,86.94029850746269
159,98.4635761589404,82.46268656716418
160,93.70860927152317,82.83582089552239
161,98.65562913907284,85.07462686567165
162,98.76821192052981,85.82089552238806
163,97.82119205298014,82.83582089552239
164,98.60264900662251,87.31343283582089
165,99.56291390728477,87.68656716417911
166,99.64238410596026,88.43283582089552
167,99.60264900662251,88.43283582089552
168,99.04635761589404,85.44776119402985
169,99.36423841059603,88.05970149253731
170,99.56291390728477,87.31343283582089
171,99.56291390728477,88.05970149253731
172,99.48344370860927,86.56716417910448
173,98.72847682119205,85.44776119402985
174,99.20529801324503,86.94029850746269
175,98.27814569536424,88.80597014925372
176,99.09933774834437,75.3731343283582
177,85.24503311258277,71.26865671641791
178,95.5364238410596,75.3731343283582
179,96.60264900662251,80.59701492537313
180,97.97350993377484,83.2089552238806
181,98.80794701986756,82.08955223880596
182,98.9271523178808,85.44776119402985
183,99.48344370860927,86.94029850746269
184,99.60264900662251,85.82089552238806
185,99.60264900662251,86.56716417910448
186,99.44370860927152,85.07462686567165
187,99.37748344370861,85.44776119402985
188,99.20529801324503,85.44776119402985
189,99.00662251655629,86.19402985074628
190,99.64238410596026,85.82089552238806
191,99.04635761589404,85.82089552238806
192,98.9271523178808,85.44776119402985
193,99.36423841059603,83.58208955223881
194,98.72847682119205,85.07462686567165
195,99.24503311258277,82.83582089552239
196,99.01986754966887,86.56716417910448
197,99.40397350993378,86.19402985074628
198,99.44370860927152,85.07462686567165
199,99.64238410596026,86.19402985074628
200,99.68211920529801,87.31343283582089
201,99.56291390728477,86.94029850746269
202,98.25165562913908,85.07462686567165
203,98.40397350993378,86.19402985074628
204,97.67549668874172,85.07462686567165
205,99.44370860927152,87.31343283582089
206,96.8543046357616,84.70149253731343
207,98.8476821192053,86.94029850746269
208,99.44370860927152,86.19402985074628
209,99.64238410596026,85.07462686567165
210,99.80132450331126,84.32835820895522
211,99.56291390728477,86.19402985074628
212,99.32450331125828,84.70149253731343
213,99.44370860927152,85.44776119402985
214,99.80132450331126,86.94029850746269
215,99.68211920529801,86.94029850746269
216,99.60264900662251,86.19402985074628
217,96.4635761589404,70.14925373134328
218,96.1456953642384,85.82089552238806
